segment,date_extract,income_statement,actual_month,forecast_month,budget_month,prev_year_month
CH,2022-04-01,ACTIVE_CUSTOMER_1Y_ROLLING,287859.0,,,
CH,2022-04-01,BASKET_AVG,212.32,,,
CH,2022-04-01,BASKET_AVG_OTC,80.53,,,
CH,2022-04-01,BASKET_AVG_RX,263.49,,,
CH,2022-04-01,ORDERS_1Y_ROLLING,833857.0,,,
CH,2020-12-01,ACTIVE_CUSTOMER_OTC,10848.0,,,
CH,2020-12-01,ACTIVE_CUSTOMER_RX,34069.0,,,
CH,2020-12-01,ACTIVE_CUSTOMER,44917.0,,,
CH,2020-12-01,CUSTOMER_NEW,5292.0,,,
CH,2020-12-01,CUSTOMER_REPEAT,39625.0,,,
CH,2020-12-01,CUSTOMER_NEW_OTC,3859.0,,,
CH,2020-12-01,CUSTOMER_NEW_RX,1433.0,,,
CH,2020-12-01,ORDERS_CUSTOMER_NEW,5819.0,,,
CH,2020-12-01,ORDERS_CUSTOMER_REPEAT,54620.0,,,
CH,2020-12-01,ORDERS,60439.0,,,
CH,2020-12-01,ORDERS_CUSTOMER_OTC,11955.0,,,
CH,2020-12-01,ORDERS_CUSTOMER_RX,47219.0,,,
CH,2020-12-01,NET_SALES,12741637.15,,,
CH,2020-12-01,NET_SALES_CUSTOMER_OTC,982068.41,,,
CH,2020-12-01,NET_SALES_CUSTOMER_RX,11460779.41,,,
CH,2020-12-01,ACTIVE_CUSTOMER_1Y_ROLLING,195249.0,,,
CH,2020-12-01,BASKET_AVG,210.82,,,
CH,2020-12-01,BASKET_AVG_OTC,82.15,,,
CH,2020-12-01,BASKET_AVG_RX,242.72,,,
CH,2020-12-01,ORDERS_1Y_ROLLING,693398.0,,,
EU,2020-03-01,ACTIVE_CUSTOMER,685611.0,,,
EU,2020-03-01,CUSTOMER_NEW,78635.0,,,
EU,2020-03-01,CUSTOMER_REPEAT,54223.0,,,
EU,2020-03-01,CUSTOMER_NEW_OTC,78635.0,,,
EU,2020-03-01,NET_SALES,4568771.85,,,
EU,2020-03-01,ACTIVE_CUSTOMER_1Y_ROLLING,685611.0,,,
EU,2020-03-01,BASKET_AVG,30.082448395061725,,,
EU,2020-03-01,SITE_VISITS,6881686.0,,,
EU,2020-03-01,ROAS,5.501828574481304,,,
EU,2020-03-01,ORDERS_1Y_ROLLING,1071142.4062980001,,,
EU,2020-04-01,ACTIVE_CUSTOMER,768686.0,,,
EU,2020-04-01,CUSTOMER_NEW,95676.0,,,
EU,2020-04-01,CUSTOMER_REPEAT,63857.0,,,
EU,2020-04-01,CUSTOMER_NEW_OTC,95676.0,,,
EU,2020-04-01,NET_SALES,5999100.800000001,,,
EU,2020-04-01,ACTIVE_CUSTOMER_1Y_ROLLING,768686.0,,,
EU,2020-04-01,BASKET_AVG,33.295412314489006,,,
EU,2020-04-01,SITE_VISITS,8461833.0,,,
EU,2020-04-01,ROAS,6.4343014161619445,,,
EU,2020-04-01,ORDERS_1Y_ROLLING,1199111.7257,,,
DE,2021-07-01,ACTIVE_CUSTOMER_OTC,1203543.0,,,
DE,2021-07-01,ACTIVE_CUSTOMER_RX,161510.0,,,
DE,2021-07-01,ACTIVE_CUSTOMER,1406452.0,,,
DE,2021-07-01,CUSTOMER_NEW,441678.0,,,
DE,2021-07-01,CUSTOMER_REPEAT,964780.0,,,
DE,2021-07-01,CUSTOMER_NEW_OTC,420432.0,,,
DE,2021-07-01,CUSTOMER_NEW_RX,6394.0,,,
DE,2021-07-01,ORDERS_CUSTOMER_NEW,459334.0,,,
DE,2021-07-01,ORDERS_CUSTOMER_REPEAT,1552402.0,,,
DE,2021-07-01,ORDERS,2011736.0,,,
DE,2021-07-01,ORDERS_CUSTOMER_OTC,1779991.0,,,
DE,2021-07-01,ORDERS_CUSTOMER_RX,189187.0,,,
DE,2021-07-01,NET_SALES,87869308.2183,,,
DE,2021-07-01,NET_SALES_CUSTOMER_OTC,67253991.1237,,,
DE,2021-07-01,NET_SALES_CUSTOMER_RX,20113841.1146,,,
DE,2021-07-01,SALES_NET_ONLINE,65204035.8302,,,
DE,2021-07-01,ORDERS_ONLINE,1747249.0,,,
DE,2021-07-01,ACTIVE_CUSTOMER_1Y_ROLLING,7949028.0,,,
DE,2021-07-01,BASKET_AVG,41.01738173243975,,,
DE,2021-07-01,BASKET_AVG_OTC,37.4013267335465,,,
DE,2021-07-01,BASKET_AVG_RX,99.39894483036699,,,
DE,2021-07-01,NPS,73.6011995,,,
DE,2021-07-01,SITE_VISITS,7605370.0,,,
DE,2021-07-01,ORDERS_1Y_ROLLING,22120711,,,
EU,2022-04-01,ACTIVE_CUSTOMER,1193696.0,,,
EU,2022-04-01,CUSTOMER_NEW,53089.0,,,
EU,2022-04-01,CUSTOMER_REPEAT,81317.0,,,
EU,2022-04-01,CUSTOMER_NEW_OTC,53089.0,,,
EU,2022-04-01,NET_SALES,5282936.76,,,
EU,2022-04-01,ACTIVE_CUSTOMER_1Y_ROLLING,1193696.0,,,
EU,2022-04-01,BASKET_AVG,36.10955865566666,,,
EU,2022-04-01,SITE_VISITS,6264012.0,,,
EU,2022-04-01,ROAS,6.350195808434138,,,
EU,2022-04-01,ORDERS_1Y_ROLLING,1944052.111904,,,
EU,2022-07-01,ACTIVE_CUSTOMER,1178715.0,,,
EU,2022-07-01,CUSTOMER_NEW,50357.0,,,
EU,2022-07-01,CUSTOMER_REPEAT,83648.0,,,
EU,2022-07-01,CUSTOMER_NEW_OTC,50357.0,,,
EU,2022-07-01,NET_SALES,5319659.350000001,,,
EU,2022-07-01,ACTIVE_CUSTOMER_1Y_ROLLING,1178715.0,,,
EU,2022-07-01,BASKET_AVG,36.13039936156485,,,
EU,2022-07-01,SITE_VISITS,6008363.0,,,
EU,2022-07-01,ROAS,6.346423917460739,,,
EU,2022-07-01,ORDERS_1Y_ROLLING,1936431.899595,,,
DE,2020-12-01,ACTIVE_CUSTOMER_OTC,1028672.0,,,
DE,2020-12-01,ACTIVE_CUSTOMER_RX,172462.0,,,
DE,2020-12-01,ACTIVE_CUSTOMER,1233618.0,,,
DE,2020-12-01,CUSTOMER_NEW,375270.0,,,
DE,2020-12-01,CUSTOMER_REPEAT,858354.0,,,
DE,2020-12-01,CUSTOMER_NEW_OTC,356721.0,,,
DE,2020-12-01,CUSTOMER_NEW_RX,10503.0,,,
DE,2020-12-01,ORDERS_CUSTOMER_NEW,390192.0,,,
DE,2020-12-01,ORDERS_CUSTOMER_REPEAT,1396610.0,,,
DE,2020-12-01,ORDERS,1786802.0,,,
DE,2020-12-01,ORDERS_CUSTOMER_OTC,1554126.0,,,
DE,2020-12-01,ORDERS_CUSTOMER_RX,198733.0,,,
DE,2020-12-01,NET_SALES,83450263.2083,,,
DE,2020-12-01,NET_SALES_CUSTOMER_OTC,62088763.8002,,,
DE,2020-12-01,NET_SALES_CUSTOMER_RX,20960830.604900002,,,
DE,2020-12-01,SALES_NET_ONLINE,59701244.7225,,,
DE,2020-12-01,ORDERS_ONLINE,1507064.0,,,
DE,2020-12-01,ACTIVE_CUSTOMER_1Y_ROLLING,6251142.0,,,
DE,2020-12-01,BASKET_AVG,44.0961340054295,,,
DE,2020-12-01,BASKET_AVG_OTC,39.893401436248,,,
DE,2020-12-01,BASKET_AVG_RX,98.78395505248,,,
DE,2020-12-01,NPS,73.446897,,,
DE,2020-12-01,ORDERS_1Y_ROLLING,19697737,,,
EU,2021-12-01,ACTIVE_CUSTOMER,1204032.0,,,
EU,2021-12-01,CUSTOMER_NEW,74222.0,,,
EU,2021-12-01,CUSTOMER_REPEAT,83976.0,,,
EU,2021-12-01,CUSTOMER_NEW_OTC,74222.0,,,
EU,2021-12-01,NET_SALES,5862357.6899999995,,,
EU,2021-12-01,ACTIVE_CUSTOMER_1Y_ROLLING,1204032.0,,,
EU,2021-12-01,BASKET_AVG,34.017615256509195,,,
EU,2021-12-01,SITE_VISITS,7639229.0,,,
EU,2021-12-01,ROAS,2.0827169642823145,,,
EU,2021-12-01,ORDERS_1Y_ROLLING,1955405.7615359998,,,
EU,2022-10-01,ACTIVE_CUSTOMER,1127745.0,,,
EU,2022-10-01,CUSTOMER_NEW,43373.0,,,
EU,2022-10-01,CUSTOMER_REPEAT,74122.0,,,
EU,2022-10-01,CUSTOMER_NEW_OTC,43373.0,,,
EU,2022-10-01,NET_SALES,4582760.720000001,,,
EU,2022-10-01,ACTIVE_CUSTOMER_1Y_ROLLING,1127745.0,,,
EU,2022-10-01,BASKET_AVG,35.91561560526028,,,
EU,2022-10-01,SITE_VISITS,4520827.0,,,
EU,2022-10-01,ROAS,9.949971803601121,,,
EU,2022-10-01,ORDERS_1Y_ROLLING,1863731.6864099998,,,
EU,2022-11-01,ACTIVE_CUSTOMER,1089118.0,,,
EU,2022-11-01,CUSTOMER_NEW,42784.0,,,
EU,2022-11-01,CUSTOMER_REPEAT,77840.0,,,
EU,2022-11-01,CUSTOMER_NEW_OTC,42784.0,,,
EU,2022-11-01,NET_SALES,5034475.5600000005,,,
EU,2022-11-01,ACTIVE_CUSTOMER_1Y_ROLLING,1089118.0,,,
EU,2022-11-01,BASKET_AVG,38.36726333277447,,,
EU,2022-11-01,SITE_VISITS,4480724.0,,,
EU,2022-11-01,ROAS,11.286494403123982,,,
EU,2022-11-01,ORDERS_1Y_ROLLING,1795538.449806,,,
Group,2022-05-01,ACTIVE_CUSTOMER_OTC,1176899.0,,,
Group,2022-05-01,ACTIVE_CUSTOMER_RX,168438.0,,,
Group,2022-05-01,ACTIVE_CUSTOMER,2553578.0,,,
Group,2022-05-01,CUSTOMER_NEW,372664.0,,,
Group,2022-05-01,CUSTOMER_REPEAT,1139782.0,,,
Group,2022-05-01,CUSTOMER_NEW_OTC,361074.0,,,
Group,2022-05-01,CUSTOMER_NEW_RX,6271.0,,,
Group,2022-05-01,ORDERS_CUSTOMER_NEW,325860.0,,,
Group,2022-05-01,ORDERS_CUSTOMER_REPEAT,1593235.0,,,
Group,2022-05-01,ORDERS,1919095.0,,,
Group,2022-05-01,ORDERS_CUSTOMER_OTC,1697204.0,,,
Group,2022-05-01,ORDERS_CUSTOMER_RX,202638.0,,,
Group,2022-05-01,NET_SALES,102020304.13839999,,,
Group,2022-05-01,NET_SALES_CUSTOMER_OTC,66613563.4719,,,
Group,2022-05-01,NET_SALES_CUSTOMER_RX,29175625.1123,,,
Group,2022-05-01,SALES_NET_ONLINE,63191857.89,,,
Group,2022-05-01,ORDERS_ONLINE,1638214.0,,,
Group,2022-05-01,ACTIVE_CUSTOMER_1Y_ROLLING,9887985.0,,,
Group,2022-05-01,BASKET_AVG,72.21893507151974,,,
Group,2022-05-01,BASKET_AVG_OTC,46.6824811631388,,,
Group,2022-05-01,BASKET_AVG_RX,138.4536416100986,,,
Group,2022-05-01,NPS,68.299789,,,
Group,2022-05-01,SITE_VISITS,13362998,,,
Group,2022-05-01,ROAS,6.509085252614664,,,
Group,2022-05-01,ORDERS_1Y_ROLLING,26412806.877935,,,
Group,2022-07-01,ACTIVE_CUSTOMER_OTC,1179864.0,,,
Group,2022-07-01,ACTIVE_CUSTOMER_RX,173707.0,,,
Group,2022-07-01,ACTIVE_CUSTOMER,2553835.0,,,
Group,2022-07-01,CUSTOMER_NEW,370603.0,,,
Group,2022-07-01,CUSTOMER_REPEAT,1138528.0,,,
Group,2022-07-01,CUSTOMER_NEW_OTC,358025.0,,,
Group,2022-07-01,CUSTOMER_NEW_RX,6104.0,,,
Group,2022-07-01,ORDERS_CUSTOMER_NEW,330456.0,,,
Group,2022-07-01,ORDERS_CUSTOMER_REPEAT,1532772.0,,,
Group,2022-07-01,ORDERS,1863228.0,,,
Group,2022-07-01,ORDERS_CUSTOMER_OTC,1633657.0,,,
Group,2022-07-01,ORDERS_CUSTOMER_RX,206827.0,,,
Group,2022-07-01,NET_SALES,98869894.5038,,,
Group,2022-07-01,NET_SALES_CUSTOMER_OTC,64485960.24250001,,,
Group,2022-07-01,NET_SALES_CUSTOMER_RX,28771095.141,,,
Group,2022-07-01,SALES_NET_ONLINE,61743155.6915,,,
Group,2022-07-01,ORDERS_ONLINE,1581961.0,,,
Group,2022-07-01,ACTIVE_CUSTOMER_1Y_ROLLING,9650481.0,,,
Group,2022-07-01,BASKET_AVG,72.89183813871982,,,
Group,2022-07-01,BASKET_AVG_OTC,46.8741604456664,,,
Group,2022-07-01,BASKET_AVG_RX,142.07790264212358,,,
Group,2022-07-01,NPS,56.720017666667,,,
Group,2022-07-01,SITE_VISITS,11126445,,,
Group,2022-07-01,ROAS,6.346423917460739,,,
Group,2022-07-01,ORDERS_1Y_ROLLING,25871709.899595,,,
Group,2020-04-01,ACTIVE_CUSTOMER_OTC,934266.0,,,
Group,2020-04-01,ACTIVE_CUSTOMER_RX,180605.0,,,
Group,2020-04-01,ACTIVE_CUSTOMER,1917740.0,,,
Group,2020-04-01,CUSTOMER_NEW,681867.0,,,
Group,2020-04-01,CUSTOMER_REPEAT,626726.0,,,
Group,2020-04-01,CUSTOMER_NEW_OTC,623239.0,,,
Group,2020-04-01,CUSTOMER_NEW_RX,48320.0,,,
Group,2020-04-01,ORDERS_CUSTOMER_NEW,628515.0,,,
Group,2020-04-01,ORDERS_CUSTOMER_REPEAT,1106305.0,,,
Group,2020-04-01,ORDERS,1734820.0,,,
Group,2020-04-01,ORDERS_CUSTOMER_OTC,1483900.0,,,
Group,2020-04-01,ORDERS_CUSTOMER_RX,214160.0,,,
Group,2020-04-01,NET_SALES,90263596.8443,,,
Group,2020-04-01,NET_SALES_CUSTOMER_OTC,57316748.9858,,,
Group,2020-04-01,NET_SALES_CUSTOMER_RX,26406764.1782,,,
Group,2020-04-01,SALES_NET_ONLINE,54028018.2609,,,
Group,2020-04-01,ORDERS_ONLINE,1436636.0,,,
Group,2020-04-01,ACTIVE_CUSTOMER_1Y_ROLLING,3509871.0,,,
Group,2020-04-01,BASKET_AVG,59.389783640765835,,,
Group,2020-04-01,BASKET_AVG_OTC,46.6373778062532,,,
Group,2020-04-01,BASKET_AVG_RX,117.8660708667328,,,
Group,2020-04-01,NPS,65.63539,,,
Group,2020-04-01,SITE_VISITS,8461833.0,,,
Group,2020-04-01,ROAS,6.4343014161619445,,,
Group,2020-04-01,ORDERS_1Y_ROLLING,19299890.7257,,,
Corp.,2021-12-01,Marketing expenses,-0.3700000000000001,-0.565,-0.0389999999999997,-0.009000000000000008
Corp.,2021-12-01,EBITDA reported,-3.208000000000002,-3.094000000000001,-2.6769999999999996,-6.339000000000002
Corp.,2021-12-01,Adjustments Personnel expenses,0.2729999999999997,0.2729999999999997,0.2729999999999997,-0.673
Corp.,2021-12-01,Distribution expenses,0.0,0.0,0.0,0.0
Corp.,2021-12-01,Personnel expenses,-0.8560000000000016,-0.9190000000000005,2.828999999999997,-2.0089999999999986
Corp.,2021-12-01,Adjustments Various / Reserve,0.0,-0.5,-0.5,0.0
Corp.,2021-12-01,Consolidated Revenues,-2.0180000000000002,0.7850000000000001,0.8140000000000001,0.0
Corp.,2021-12-01,External Revenues,-2.031,0.7850000000000001,0.8140000000000001,0.0
Corp.,2021-12-01,EBIT,-5.591999999999995,-3.414999999999999,-3.0599999999999987,-6.982000000000003
Corp.,2021-12-01,EAT,-1.158999999999999,-3.113000000000003,-6.8065999999999995,-7.640165000000001
Corp.,2021-12-01,Adjustments Other operating income,0.0,0.0,0.0,0.0
Corp.,2021-12-01,Adjustments Gross Profit,0.0,0.0,0.0,0.0
Corp.,2021-12-01,EBITDA adjusted,-3.154,-2.867000000000001,-2.4499999999999957,-5.001999999999999
Corp.,2021-12-01,External Revenues in LC,-2.031,0.7850000000000001,0.8140000000000001,0.0
Corp.,2021-12-01,Other operating income,4.4079999999999995,0.9029999999999987,0.859,0.7480000000000002
Corp.,2021-12-01,Adjustments M&A,-0.05400000000000027,0.2729999999999997,0.2729999999999997,-0.7279999999999998
Corp.,2021-12-01,Adjustments Other operating expenses,-0.32699999999999996,-0.5,-0.5,-0.6639999999999999
Corp.,2021-12-01,Other operating expenses,-4.317999999999998,-3.070999999999998,-6.913,-3.7319999999999993
Corp.,2021-12-01,Gross profit,-2.0180000000000002,0.7850000000000001,0.8140000000000001,0.0
Corp.,2021-12-01,Adjustments integration,0.0,0.0,0.0,-0.609
Corp.,2022-01-01,Gross profit,0.087,0.087,0.841,0.0
Corp.,2022-01-01,Adjustments M&A,0.0,0.0,0.0,0.0
Corp.,2022-01-01,Adjustments Other operating expenses,0.0,0.0,0.0,0.0
Corp.,2022-01-01,Marketing expenses,-0.071,-0.071,-0.089,-0.041
Corp.,2022-01-01,Adjustments integration,0.0,0.0,0.0,0.0
Corp.,2022-01-01,EBITDA adjusted,-2.9240000000000004,-2.9240000000000004,-2.565,-1.5020000000000002
Corp.,2022-01-01,External Revenues,0.087,0.087,0.841,0.0
Corp.,2022-01-01,Personnel expenses,-1.849,-1.849,-1.967,-1.504
Corp.,2022-01-01,Distribution expenses,0.0,0.0,0.0,0.0
Corp.,2022-01-01,Adjustments Various / Reserve,0.0,0.0,0.0,0.0
Corp.,2022-01-01,Adjustments Other operating income,0.0,0.0,0.0,0.0
Corp.,2022-01-01,Other operating income,0.777,0.777,1.082,0.821
Corp.,2022-01-01,Adjustments Gross Profit,0.0,0.0,0.0,0.0
Corp.,2022-01-01,Adjustments Personnel expenses,0.0,0.0,0.0,0.0
Corp.,2022-01-01,EAT,-2.231,-2.231,-2.202,-0.7118390000000001
Corp.,2022-01-01,Consolidated Revenues,0.087,0.087,0.841,0.0
Corp.,2022-01-01,EBITDA reported,-2.924,-2.924,-2.565,-1.502
Corp.,2022-01-01,Other operating expenses,-1.868,-1.868,-2.432,-0.778
Corp.,2022-01-01,External Revenues in LC,0.087,0.087,0.841,0.0
Corp.,2022-01-01,EBIT,-3.598,-3.598,-2.913,-1.791
Corp.,2022-02-01,Other operating income,0.769,0.769,0.9429999999999998,0.7530000000000001
Corp.,2022-02-01,External Revenues,0.088,0.088,0.841,0.156
Corp.,2022-02-01,Adjustments Other operating income,0.0,0.0,0.0,0.0
Corp.,2022-02-01,Marketing expenses,-0.21799999999999997,-0.21799999999999997,-0.5880000000000001,-0.019999999999999997
Corp.,2022-02-01,External Revenues in LC,0.088,0.088,0.841,0.156
Corp.,2022-02-01,Personnel expenses,-1.5680000000000003,-1.5680000000000003,-1.581,-0.8860000000000001
Corp.,2022-02-01,Adjustments M&A,-0.186,-0.186,-0.186,-0.59
Corp.,2022-02-01,Consolidated Revenues,0.088,0.088,0.841,0.156
Corp.,2022-02-01,EBITDA reported,-2.719,-2.719,-2.6830000000000003,-1.828
Corp.,2022-02-01,EBIT,-3.4080000000000004,-3.4080000000000004,-3.0320000000000005,-2.1950000000000003
Corp.,2022-02-01,Other operating expenses,-1.6039999999999999,-0.10399999999999987,-1.1119999999999997,-1.241
Corp.,2022-02-01,Gross profit,0.088,0.088,0.841,0.156
Corp.,2022-02-01,Distribution expenses,0.0,0.0,0.0,0.0
Corp.,2022-02-01,Adjustments Various / Reserve,0.0,-1.5,-1.0,0.0
Corp.,2022-02-01,EBITDA adjusted,-2.5329999999999995,-1.0329999999999995,-1.4969999999999994,-1.238
Corp.,2022-02-01,Adjustments Personnel expenses,-0.186,-0.186,-0.186,-0.59
Corp.,2022-02-01,EAT,-5.916,-5.916,-2.311,0.5748390000000001
Corp.,2022-02-01,Adjustments integration,0.0,0.0,0.0,0.0
Corp.,2022-02-01,Adjustments Other operating expenses,0.0,-1.5,-1.0,0.0
Corp.,2022-02-01,Adjustments Gross Profit,0.0,0.0,0.0,0.0
Corp.,2022-03-01,EAT,-5.897,-5.897,-2.8870000000000005,-1.853788
Corp.,2022-03-01,Distribution expenses,0.0,0.0,0.0,0.0
Corp.,2022-03-01,Adjustments Other operating expenses,-2.178,0.0,-0.5,0.0
Corp.,2022-03-01,Adjustments Other operating income,0.0,0.0,0.0,0.0
Corp.,2022-03-01,Consolidated Revenues,0.08800000000000002,0.08800000000000002,-1.682,0.23900000000000002
Corp.,2022-03-01,Other operating expenses,-0.6949999999999998,-2.8729999999999998,-3.1960000000000006,-1.904
Corp.,2022-03-01,Marketing expenses,-0.22500000000000003,-0.22500000000000003,0.511,-0.018000000000000002
Corp.,2022-03-01,External Revenues in LC,0.08800000000000002,0.08800000000000002,-1.682,0.23900000000000002
Corp.,2022-03-01,Personnel expenses,-1.8539999999999996,-1.8539999999999996,-1.6559999999999997,-1.1300000000000003
Corp.,2022-03-01,Other operating income,1.0650000000000002,1.0650000000000002,4.651999999999999,0.7390000000000001
Corp.,2022-03-01,Adjustments Various / Reserve,0.0,0.0,-0.5,0.0
Corp.,2022-03-01,EBITDA adjusted,-1.6209999999999996,-3.7989999999999995,-1.3710000000000004,-2.074
Corp.,2022-03-01,Adjustments M&A,-0.09100000000000003,-0.09100000000000003,-0.09100000000000003,-0.29500000000000004
Corp.,2022-03-01,Adjustments Gross Profit,0.0,0.0,0.0,0.0
Corp.,2022-03-01,Gross profit,0.08800000000000002,0.08800000000000002,-1.682,0.23900000000000002
Corp.,2022-03-01,EBITDA reported,-3.8899999999999997,-3.8899999999999997,-1.9619999999999997,-2.3689999999999998
Corp.,2022-03-01,EBIT,-4.651,-4.651,-3.4109999999999996,-2.658
Corp.,2022-03-01,External Revenues,0.08800000000000002,0.08800000000000002,-1.682,0.23900000000000002
Corp.,2022-03-01,Adjustments integration,-2.178,0.0,0.0,0.0
Corp.,2022-03-01,Adjustments Personnel expenses,-0.09100000000000003,-0.09100000000000003,-0.09100000000000003,-0.29500000000000004
Corp.,2022-04-01,Adjustments integration,0.0,0.0,0.0,0.0
Corp.,2022-04-01,EAT,-3.3200000000000003,-3.3200000000000003,-2.465,-6.678013
Corp.,2022-04-01,Other operating expenses,-1.755,-1.755,-1.3059999999999992,-1.6819999999999995
Corp.,2022-04-01,Adjustments Personnel expenses,0.15400000000000003,0.15400000000000003,0.15400000000000003,-0.29400000000000004
Corp.,2022-04-01,Gross profit,0.065,0.065,0.0,0.361
Corp.,2022-04-01,Adjustments Various / Reserve,0.0,0.0,-0.5,0.0
Corp.,2022-04-01,Adjustments Gross Profit,0.0,0.0,0.0,0.0
Corp.,2022-04-01,Personnel expenses,-2.101,-2.101,-2.2060000000000004,-1.1839999999999993
Corp.,2022-04-01,Adjustments Other operating expenses,0.0,0.0,-0.5,-0.165
Corp.,2022-04-01,EBIT,-3.5600000000000005,-3.5600000000000005,-3.138,-2.5090000000000003
Corp.,2022-04-01,External Revenues in LC,0.065,0.065,0.0,0.361
Corp.,2022-04-01,Marketing expenses,-0.37,-0.37,-0.7889999999999999,-0.39099999999999996
Corp.,2022-04-01,Consolidated Revenues,0.065,0.065,0.0,0.361
Corp.,2022-04-01,EBITDA reported,-2.7840000000000007,-2.7840000000000007,-2.4240000000000004,-2.1820000000000004
Corp.,2022-04-01,Adjustments M&A,0.15400000000000003,0.15400000000000003,0.15400000000000003,-0.4590000000000001
Corp.,2022-04-01,Distribution expenses,0.0,0.0,0.0,0.0
Corp.,2022-04-01,EBITDA adjusted,-2.9380000000000006,-2.9380000000000015,-2.0779999999999994,-1.722999999999999
Corp.,2022-04-01,External Revenues,0.065,0.065,0.0,0.361
Corp.,2022-04-01,Other operating income,1.2229999999999999,1.2229999999999999,2.2230000000000008,1.173
Corp.,2022-04-01,Adjustments Other operating income,0.0,0.0,0.0,0.0
Corp.,2022-05-01,Marketing expenses,-0.04400000000000004,-0.02100000000000002,-1.488,-0.529
Corp.,2022-05-01,Other operating expenses,-1.6689999999999996,0.21899999999999942,0.9829999999999988,-1.0770000000000008
Corp.,2022-05-01,External Revenues,0.066,0.066,0.0,0.2669999999999999
Corp.,2022-05-01,Other operating income,0.871,0.9220000000000002,2.253,0.9460000000000002
Corp.,2022-05-01,External Revenues in LC,0.066,0.066,0.0,0.2669999999999999
Corp.,2022-05-01,EBIT,-3.8869999999999987,-3.485999999999999,-3.117000000000001,-2.8709999999999987
Corp.,2022-05-01,Gross profit,0.066,0.066,0.0,0.2669999999999999
Corp.,2022-05-01,Adjustments M&A,-0.031,-0.031,-0.031,-1.0130000000000001
Corp.,2022-05-01,Personnel expenses,-1.7750000000000004,-1.7409999999999997,-3.6189999999999998,-1.1429999999999998
Corp.,2022-05-01,EBITDA adjusted,-2.551,-0.5549999999999997,-1.8710000000000004,-1.5360000000000014
Corp.,2022-05-01,Consolidated Revenues,0.066,0.066,0.0,0.2669999999999999
Corp.,2022-05-01,Adjustments Gross Profit,0.0,0.0,0.0,0.0
Corp.,2022-05-01,Adjustments Various / Reserve,0.0,0.5,-0.5,0.0
Corp.,2022-05-01,EBITDA reported,-3.1630000000000003,-2.8450000000000006,-2.4019999999999992,-2.5489999999999995
Corp.,2022-05-01,Adjustments Personnel expenses,-0.031,-0.031,-0.031,-0.8779999999999999
Corp.,2022-05-01,Distribution expenses,0.0,0.0,0.0,0.0
Corp.,2022-05-01,Adjustments Other operating income,0.0,0.0,0.0,0.0
Corp.,2022-05-01,Adjustments integration,-0.581,-2.759,0.0,0.0
Corp.,2022-05-01,Adjustments Other operating expenses,-0.581,-2.259,-0.5,-0.13499999999999998
Corp.,2022-05-01,EAT,0.013000000000001677,-0.24099999999999966,-2.4369999999999994,2.662801
Corp.,2022-06-01,Other operating income,1.88,0.5430000000000001,2.2439999999999998,0.9779999999999998
Corp.,2022-06-01,Personnel expenses,-0.5373285255949991,-0.886000000000001,-2.2729999999999997,-1.6710000000000012
Corp.,2022-06-01,EBITDA adjusted,0.6147554744049994,-0.5089999999999986,-1.936,-2.372196819999999
Corp.,2022-06-01,EBIT,-1.6129999999999995,-3.1020000000000003,-3.2049999999999983,-3.734
Corp.,2022-06-01,Distribution expenses,0.0,0.0,0.0,0.0
Corp.,2022-06-01,EAT,-10.238,-2.7659999999999982,-2.526,-3.405806
Corp.,2022-06-01,External Revenues in LC,0.135,0.065,0.0,0.26
Corp.,2022-06-01,Adjustments Personnel expenses,-0.333671474405,-0.05399999999999999,-0.05399999999999999,-0.18999999999999995
Corp.,2022-06-01,Adjustments Other operating expenses,-1.159084,-1.8320000000000003,-0.5,-0.84880318
Corp.,2022-06-01,EBITDA reported,-0.8780000000000001,-2.394999999999998,-2.49,-3.4109999999999996
Corp.,2022-06-01,Adjustments integration,-1.3616714744050005,-1.0820000000000003,0.0,0.0
Corp.,2022-06-01,Consolidated Revenues,0.135,0.065,0.0,0.26
Corp.,2022-06-01,Gross profit,0.135,0.065,0.0,0.26
Corp.,2022-06-01,Other operating expenses,-0.8429160000000007,-0.2160000000000002,-1.4179999999999993,-1.3221968200000003
Corp.,2022-06-01,Adjustments Various / Reserve,0.0,-0.75,-0.5,0.0
Corp.,2022-06-01,External Revenues,0.135,0.065,0.0,0.26
Corp.,2022-06-01,Adjustments Gross Profit,0.0,0.0,0.0,0.0
Corp.,2022-06-01,Adjustments M&A,-0.13108400000000006,-0.05399999999999999,-0.05399999999999999,-1.03880318
Corp.,2022-06-01,Adjustments Other operating income,0.0,0.0,0.0,0.0
Corp.,2022-06-01,Marketing expenses,-0.019999999999999907,-0.015000000000000013,-0.4889999999999999,-0.6170000000000001
Corp.,2022-07-01,EAT,-9.366,-2.4990000000000023,-2.460000000000001,-8.728194
Corp.,2022-07-01,Adjustments Other operating income,0.0,0.0,0.0,0.0
Corp.,2022-07-01,EBITDA adjusted,-1.8727554744049986,-1.4600000000000009,-1.939999999999996,-1.1938031799999997
Corp.,2022-07-01,Gross profit,0.07799999999999996,0.066,0.0,0.14500000000000002
Corp.,2022-07-01,Adjustments Various / Reserve,0.0,-0.2919999999999998,-0.5,0.0
Corp.,2022-07-01,Adjustments Gross Profit,0.0,0.0,0.0,0.0
Corp.,2022-07-01,EBITDA reported,-2.5329999999999977,-2.296000000000003,-2.4840000000000018,-1.6010000000000009
